year,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00,Date_01AUG2009,Date_01FEB2010,Date_01JUL2009,Date_01MAR2010,Date_01MAY2009,Date_01NOV2009,Date_01OCT2009,Date_01SEP2009,Date_02APR2010,Date_02DEC2009,Date_02FEB2010,Date_02JUL2009,Date_02MAR2010,Date_02MAY2009,Date_02NOV2009,Date_02OCT2009,Date_02SEP2009,Date_03AUG2009,Date_03DEC2009,Date_03FEB2010,Date_03JAN2010,Date_03JUL2009,Date_03MAR2010,Date_03NOV2009,Date_03SEP2009,Date_04APR2010,Date_04AUG2009,Date_04DEC2009,Date_04FEB2010,Date_04JUL2009,Date_04JUN2009,Date_04MAR2010,Date_04NOV2009,Date_04SEP2009,Date_05APR2010,Date_05AUG2009,Date_05DEC2009,Date_05FEB2010,Date_05JUL2009,Date_05MAR2010,Date_05OCT2009,Date_05SEP2009,Date_06APR2010,Date_06AUG2009,Date_06DEC2009,Date_06FEB2010,Date_06JUL2009,Date_06JUN2009,Date_06MAR2010,Date_06OCT2009,Date_07APR2010,Date_07AUG2009,Date_07DEC2009,Date_07FEB2010,Date_07MAR2010,Date_07NOV2009,Date_07OCT2009,Date_08APR2010,Date_08AUG2009,Date_08FEB2010,Date_08JAN2010,Date_08JUL2009,Date_08MAR2010,Date_08NOV2009,Date_08OCT2009,Date_08SEP2009,Date_09APR2010,Date_09FEB2010,Date_09JAN2010,Date_09JUL2009,Date_09MAR2010,Date_09NOV2009,Date_09SEP2009,Date_10APR2010,Date_10AUG2009,Date_10FEB2010,Date_10JAN2010,Date_10JUL2009,Date_10MAR2010,Date_10NOV2009,Date_10OCT2009,Date_11APR2010,Date_11AUG2009,Date_11DEC2009,Date_11FEB2010,Date_11JAN2010,Date_11JUL2009,Date_11JUN2009,Date_11MAR2010,Date_11MAY2009,Date_11SEP2009,Date_12APR2010,Date_12AUG2009,Date_12JAN2010,Date_12MAR2010,Date_12OCT2009,Date_12SEP2009,Date_13APR2010,Date_13AUG2009,Date_13FEB2010,Date_13JAN2010,Date_13JUL2009,Date_13MAR2010,Date_13NOV2009,Date_13SEP2009,Date_14APR2010,Date_14AUG2009,Date_14DEC2009,Date_14FEB2010,Date_14JAN2010,Date_14MAR2010,Date_14NOV2009,Date_14OCT2009,Date_14SEP2009,Date_15APR2010,Date_15AUG2009,Date_15FEB2010,Date_15JAN2010,Date_15JUL2009,Date_15JUN2009,Date_15NOV2009,Date_16APR2010,Date_16AUG2009,Date_16DEC2009,Date_16FEB2010,Date_16JUN2009,Date_16MAR2010,Date_16MAY2009,Date_16NOV2009,Date_16OCT2009,Date_16SEP2009,Date_17APR2010,Date_17AUG2009,Date_17FEB2010,Date_17JAN2010,Date_17JUL2009,Date_17JUN2009,Date_17MAR2010,Date_17NOV2009,Date_17OCT2009,Date_18APR2010,Date_18DEC2009,Date_18FEB2010,Date_18JAN2010,Date_18JUL2009,Date_18JUN2009,Date_18MAY2009,Date_18NOV2009,Date_18OCT2009,Date_18SEP2009,Date_19APR2010,Date_19AUG2009,Date_19DEC2009,Date_19FEB2010,Date_19JAN2010,Date_19JUN2009,Date_19MAR2010,Date_19OCT2009,Date_20APR2010,Date_20DEC2009,Date_20FEB2010,Date_20JAN2010,Date_20JUL2009,Date_20JUN2009,Date_20MAR2010,Date_20MAY2009,Date_20OCT2009,Date_21APR2010,Date_21AUG2009,Date_21DEC2009,Date_21FEB2010,Date_21JAN2010,Date_21JUL2009,Date_21MAR2010,Date_21NOV2009,Date_21OCT2009,Date_21SEP2009,Date_22APR2010,Date_22AUG2009,Date_22DEC2009,Date_22JAN2010,Date_22JUL2009,Date_22OCT2009,Date_23APR2010,Date_23AUG2009,Date_23DEC2009,Date_23FEB2010,Date_23JAN2010,Date_23JUN2009,Date_23MAR2010,Date_23NOV2009,Date_23SEP2009,Date_24APR2010,Date_24AUG2009,Date_24FEB2010,Date_24JAN2010,Date_24MAR2010,Date_24NOV2009,Date_24OCT2009,Date_24SEP2009,Date_25APR2010,Date_25FEB2010,Date_25JAN2010,Date_25MAR2010,Date_25MAY2009,Date_25SEP2009,Date_26APR2010,Date_26AUG2009,Date_26FEB2010,Date_26JAN2010,Date_26JUL2009,Date_26MAR2010,Date_26SEP2009,Date_27APR2010,Date_27AUG2009,Date_27DEC2009,Date_27FEB2010,Date_27JAN2010,Date_27JUL2009,Date_27MAR2010,Date_27NOV2009,Date_27OCT2009,Date_28APR2010,Date_28FEB2010,Date_28JAN2010,Date_28JUL2009,Date_28JUN2009,Date_28MAR2010,Date_28NOV2009,Date_28OCT2009,Date_28SEP2009,Date_29APR2010,Date_29JAN2010,Date_29MAR2010,Date_29MAY2009,Date_29OCT2009,Date_29SEP2009,Date_30APR2010,Date_30AUG2009,Date_30JAN2010,Date_30JUL2009,Date_30JUN2009,Date_30MAR2010,Date_30NOV2009,Date_30OCT2009,Date_31DEC2009,Date_31JAN2010,Date_31JUL2009,Date_31MAR2010,Date_31OCT2009
2010,37.33539,36.75696,36.47651,36.49403,36.28369,36.63426,35.37222,35.7929,36.16099,35.23199,34.91648,35.4248,35.49492,35.21446,35.37222,34.70614,34.8639,35.60009,36.89719,36.31875,38.54485,38.91295,40.17499,42.22581,44.41685,46.06451,46.95846,49.14951,50.30638,50.27132,51.25291,51.20032,52.26955,53.25114,52.42731,53.00574,53.46148,52.93563,52.74282,52.26955,53.63676,53.35631,53.00574,53.14597,53.88216,53.8471,53.09338,54.16261,52.6727,52.35719,53.79452,53.98733,52.93563,53.30373,54.30284,53.68935,53.21608,53.0408,53.51407,52.93563,53.14597,51.88393,51.63853,50.72706,50.88481,51.25291,50.11356,49.95581,49.58771,49.93828,49.25468,48.2205,48.20297,48.41331,48.53601,47.62454,47.22139,45.48608,45.53866,44.62719,43.83841,44.80247,43.01458,41.62984,40.91118,40.63072,40.21004,39.78936,39.47385,39.73678,38.00147,37.70349,36.58168,36.47651,35.23199,35.02165,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,34.96907,35.02165,35.12682,35.02165,34.12771,34.4958,33.53174,33.076,32.76049,32.84814,33.18117,32.74297,32.44498,32.18206,32.11194,32.55015,33.076,33.65444,33.60185,32.6378,33.05848,33.076,33.47916,33.3214,35.33716,35.5475,34.44322,35.23199,35.16188,32.6378,32.21711,32.37487,33.18117,33.6895,34.12771,34.05759,33.89984,34.53086,34.54839,34.11018,34.16276,33.96995,34.21535,35.00412,34.4958,34.28546,34.68861,34.21535,34.3731,34.8639,34.16276,34.07512,33.79467,33.47916,33.18117,33.4441,32.53263,32.21711,32.3924,32.2697,31.97172,31.76138,32.12947,31.81396,32.48004,32.53263,32.16453,33.54927,34.18029,35.81043,36.00324,36.21358,35.33716,34.81131,33.37399,33.60185,33.00589,33.05848,33.05848,32.76049,31.91913,31.91913,31.91913,31.65621,31.3407,31.00766,31.42834,30.9726,31.28811,31.44587,31.07777,30.34158,30.32405,29.81573,29.65798,29.71056,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,32.6378,32.21711,32.23464,31.65621,32.18206,32.07689,31.55104,32.33981,32.11194,31.58609,31.11283,31.16541,31.39328,31.23553,31.00766,31.79643,31.28811,31.44587,32.16453,32.74297,35.49492,36.33628,37.63338,39.15834,41.73501,42.94447,43.57549,44.62719,47.06363,47.37914,48.16792,48.83399,48.95669,49.99087,50.5693,50.67447,50.72706,50.30638,50.14862,50.11356,49.42996,50.06098,50.09604,50.20121,49.2722,50.77964,49.48254,49.95581,49.25468,48.27309,49.35985,49.2722,49.6403,50.14862,50.14862,50.09604,49.53513,49.53513,49.20209,49.25468,49.25468,48.78141,49.11445,48.06275,47.27397,47.27397,47.74724,47.4142,47.94005,49.5176,48.62365,47.79982,46.67801,46.15216,45.43349,45.11798,44.53955,44.15392,43.41773,44.31168,43.33009,42.38356,42.78671,41.91029,40.99882,40.33274,40.42038,38.86036,38.22934,37.8963,37.12505,36.65179,36.17852,35.74031,35.33716,34.84637,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,33.53174,32.81308,31.58609,32.49757,32.60274,31.42834,31.16541,31.02519,30.69215,30.74473,30.74473,30.90249,30.34158,30.32405,30.00854,30.48181,30.65709,30.86743,30.58698,30.44675,30.70968,30.79732,30.81485,31.32317,32.2697,32.74297,32.23464,32.86566,33.8122,34.81131,34.05759,34.84637,34.75873,34.47827,34.23288,35.60009,35.7929,35.5475,35.60009,35.5475,35.70526,35.31963,35.10929,35.81043,36.05582,35.33716,35.49492,35.10929,35.58256,35.00412,35.10929,35.63514,35.00412,34.81131,35.74031,35.52997,35.37222,35.23199,34.32052,34.02254,33.96995,34.28546,34.26793,34.12771,34.54839,34.16276,34.32052,35.16188,36.63426,37.8963,37.79113,37.47562,37.59832,36.94977,36.52909,35.95065,35.86301,34.84637,34.84637,35.21446,34.70614,34.53086,34.4958,34.23288,34.23288,33.8122,33.58433,33.6895,33.42657,33.3214,32.76049,32.16453,31.86655,31.84902,31.32317,31.18294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,32.90072,32.37487,32.05936,32.07689,31.42834,31.44587,31.07777,31.37575,30.53439,30.90249,30.63956,30.39417,30.42922,30.37664,31.13036,32.11194,32.00677,31.91913,32.07689,32.81308,35.16188,36.07335,38.10664,39.80689,42.962,44.20651,44.74989,44.64472,47.58948,48.72882,49.6403,49.57019,50.14862,50.53425,50.95493,50.21873,51.09515,51.32302,50.62189,50.79717,50.16615,50.67447,50.77964,50.5693,51.09515,51.51583,51.37561,50.83223,50.83223,50.09604,50.41155,51.00751,50.88481,50.51672,49.72794,49.35985,49.2722,48.5886,48.43084,48.16792,47.67712,48.06275,48.32567,47.85241,47.43173,46.41508,46.20474,47.20386,47.69465,48.41331,48.11533,47.51937,47.36161,47.36161,47.11622,46.62542,45.80159,44.83753,44.20651,44.0137,43.78583,43.17234,42.62896,41.4195,41.22669,40.7359,40.22757,39.54397,39.22846,38.21181,37.6509,36.63426,35.86301,34.84637,35.38975,35.49492,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,35.4248,35.00412,33.58433,33.49668,32.84814,33.05848,32.49757,32.6378,32.28723,33.02342,32.91825,33.16365,33.18117,32.55015,32.70791,33.18117,33.89984,35.00412,35.4248,35.4248,36.75696,37.86125,38.80778,40.17499,42.31345,43.59302,44.89012,46.1171,47.79982,48.27309,50.27132,49.25468,50.09604,50.41155,50.79717,50.3239,50.09604,51.09515,50.67447,51.14774,51.72617,51.35808,51.16527,50.5693,50.16615,50.67447,50.20121,50.27132,50.48166,50.84976,50.9374,51.30549,51.51583,51.67359,51.53336,50.83223,50.9374,51.27044,50.74459,50.00839,48.67624,48.30814,48.64118,48.99175,49.32479,48.64118,48.67624,47.62454,49.41243,48.57107,49.16703,48.20297,46.22227,45.9944,45.59125,45.0654,44.11887,44.89012,44.52202,44.06628,44.27662,42.80424,42.10311,42.4712,41.73501,41.27927,39.75431,39.59655,39.21093,38.79025,38.73766,37.86125,37.2127,37.23022,36.63426,36.31875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,32.70791,31.60362,31.48092,31.74385,31.65621,32.21711,31.79643,31.48092,31.44587,31.39328,31.23553,31.18294,31.13036,31.70879,31.02519,31.86655,32.79555,32.49757,32.95331,34.23288,35.31963,36.31875,37.44056,39.00059,41.68243,42.962,43.85594,44.99529,47.09869,48.32567,48.62365,49.48254,49.6403,50.04345,50.25379,50.63942,50.58683,50.46413,50.35896,50.53425,50.692,50.98998,51.46325,51.58595,51.83134,51.21785,51.11268,51.20032,51.04257,50.74459,50.72706,50.9374,50.21873,50.692,50.84976,50.14862,50.90234,50.35896,50.41155,49.11445,48.85152,48.72882,48.78141,49.32479,48.72882,47.85241,47.83488,48.88658,48.78141,49.32479,48.15039,47.1688,46.53778,47.5369,46.57284,45.88923,45.43349,45.11798,43.57549,43.6456,42.64649,43.47032,43.38268,42.8393,41.69995,40.4905,40.57814,40.1224,39.52644,39.00059,37.54573,37.2127,35.84548,35.96818,36.28369,35.4248,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,35.47739,35.49492,35.52997,34.60097,34.79378,34.81131,34.81131,34.3731,33.84725,33.37399,33.16365,32.55015,32.58521,31.9016,32.18206,32.95331,32.48004,32.70791,33.26882,34.26793,34.81131,35.60009,37.2127,39.33363,41.5422,42.22581,44.36426,44.67977,46.43261,47.15127,47.95758,48.01016,48.27309,49.42996,49.57019,49.58771,48.51848,49.09692,48.93916,49.16703,48.30814,48.11533,48.27309,47.46678,47.57195,46.78318,46.94093,47.22139,47.11622,46.80071,47.4142,47.01105,47.46678,47.32656,47.48431,46.41508,45.67889,45.9944,46.32744,46.20474,46.30991,45.9944,46.04699,46.15216,46.80071,47.0461,46.15216,47.57195,48.06275,48.16792,47.74724,47.37914,46.73059,45.95934,44.9427,44.96023,44.36426,43.22492,42.73413,42.64649,42.27839,42.06805,40.63072,40.43791,40.21004,39.80689,39.36868,38.86036,38.28193,37.8963,37.86125,37.00236,35.70526,35.81043,35.4248,34.95154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,35.16188,34.39063,34.44322,34.00501,34.26793,34.16276,34.05759,34.11018,33.86478,33.23376,34.12771,33.37399,33.84725,33.18117,33.75961,33.076,33.47916,33.49668,34.16276,35.12682,35.38975,36.9673,39.68419,40.94624,43.69819,44.04875,45.25821,45.80159,47.67712,47.90499,50.14862,51.0601,51.72617,50.692,51.21785,50.16615,50.72706,50.04345,51.00751,51.00751,51.09515,51.20032,50.63942,50.67447,51.11268,51.32302,50.35896,50.04345,49.21962,48.48343,48.85152,49.46502,48.88658,49.42996,49.72794,48.79894,48.95669,48.78141,48.69377,48.72882,47.69465,47.64207,47.90499,47.88746,47.85241,47.99263,47.51937,48.93916,49.20209,49.14951,49.83311,48.90411,47.79982,46.85329,46.53778,46.27486,45.80159,45.38091,44.89012,44.74989,44.43438,43.47032,42.78671,43.22492,41.27927,41.1741,41.4195,40.57814,39.89453,38.65002,38.05406,37.86125,37.23022,36.75696,36.54662,36.37133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,34.89895,34.95154,34.16276,33.8122,32.37487,32.33981,32.0243,31.9016,31.44587,31.18294,30.1663,29.95596,29.23729,29.65798,29.64045,29.85079,30.07866,30.1663,30.90249,30.39417,30.37664,31.06024,30.95507,31.218,31.39328,32.6378,32.74297,32.90072,32.79555,33.16365,33.6895,33.37399,33.91737,34.47827,35.52997,35.17941,34.47827,34.63603,33.8122,34.23288,34.53086,33.95242,33.86478,33.6895,33.6895,33.54927,34.42569,33.74208,34.23288,33.37399,33.16365,33.12859,32.55015,33.02342,32.81308,32.05936,31.97172,31.69126,31.76138,31.44587,31.218,31.218,31.00766,32.07689,32.11194,31.48092,32.70791,34.02254,35.00412,36.21358,35.52997,35.81043,34.96907,34.65356,34.00501,34.21535,33.79467,33.47916,33.18117,33.11106,32.91825,33.16365,33.23376,32.58521,32.84814,32.07689,32.53263,32.07689,31.84902,31.86655,30.95507,31.23553,30.76226,30.95507,30.21888,30.18383,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
