year,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00,Date_01AUG2004,Date_01JAN2005,Date_01JUL2004,Date_01JUN2004,Date_01MAY2004,Date_01OCT2004,Date_01SEP2004,Date_02APR2005,Date_02AUG2004,Date_02JAN2005,Date_02JUL2004,Date_02JUN2004,Date_02MAY2004,Date_02NOV2004,Date_02OCT2004,Date_02SEP2004,Date_03APR2005,Date_03AUG2004,Date_03DEC2004,Date_03JAN2005,Date_03JUL2004,Date_03JUN2004,Date_03MAY2004,Date_03NOV2004,Date_03OCT2004,Date_03SEP2004,Date_04APR2005,Date_04AUG2004,Date_04DEC2004,Date_04FEB2005,Date_04JUL2004,Date_04JUN2004,Date_04MAY2004,Date_04OCT2004,Date_04SEP2004,Date_05APR2005,Date_05AUG2004,Date_05DEC2004,Date_05FEB2005,Date_05JUL2004,Date_05JUN2004,Date_05MAR2005,Date_05MAY2004,Date_05NOV2004,Date_05OCT2004,Date_05SEP2004,Date_06APR2005,Date_06AUG2004,Date_06DEC2004,Date_06FEB2005,Date_06JUL2004,Date_06JUN2004,Date_06MAR2005,Date_06MAY2004,Date_06NOV2004,Date_06OCT2004,Date_06SEP2004,Date_07AUG2004,Date_07JAN2005,Date_07JUL2004,Date_07JUN2004,Date_07MAR2005,Date_07MAY2004,Date_07NOV2004,Date_07OCT2004,Date_08AUG2004,Date_08JAN2005,Date_08JUL2004,Date_08JUN2004,Date_08MAY2004,Date_08OCT2004,Date_08SEP2004,Date_09APR2005,Date_09AUG2004,Date_09JAN2005,Date_09JUL2004,Date_09JUN2004,Date_09MAY2004,Date_09NOV2004,Date_09OCT2004,Date_09SEP2004,Date_10APR2005,Date_10AUG2004,Date_10JAN2005,Date_10JUL2004,Date_10MAY2004,Date_10NOV2004,Date_10OCT2004,Date_10SEP2004,Date_11AUG2004,Date_11DEC2004,Date_11FEB2005,Date_11JAN2005,Date_11JUL2004,Date_11JUN2004,Date_11MAY2004,Date_11NOV2004,Date_11OCT2004,Date_11SEP2004,Date_12AUG2004,Date_12DEC2004,Date_12FEB2005,Date_12JUL2004,Date_12JUN2004,Date_12MAR2005,Date_12MAY2004,Date_12NOV2004,Date_12OCT2004,Date_12SEP2004,Date_13AUG2004,Date_13FEB2005,Date_13JUL2004,Date_13JUN2004,Date_13MAR2005,Date_13MAY2004,Date_13NOV2004,Date_13SEP2004,Date_14AUG2004,Date_14JUL2004,Date_14JUN2004,Date_14MAY2004,Date_14NOV2004,Date_14SEP2004,Date_15AUG2004,Date_15JAN2005,Date_15JUL2004,Date_15JUN2004,Date_15MAY2004,Date_15NOV2004,Date_15OCT2004,Date_15SEP2004,Date_16APR2005,Date_16AUG2004,Date_16JAN2005,Date_16JUL2004,Date_16JUN2004,Date_16MAY2004,Date_16NOV2004,Date_16OCT2004,Date_16SEP2004,Date_17APR2005,Date_17AUG2004,Date_17JAN2005,Date_17JUL2004,Date_17JUN2004,Date_17MAY2004,Date_17OCT2004,Date_17SEP2004,Date_18AUG2004,Date_18DEC2004,Date_18JAN2005,Date_18JUL2004,Date_18JUN2004,Date_18MAR2005,Date_18MAY2004,Date_18OCT2004,Date_18SEP2004,Date_19AUG2004,Date_19DEC2004,Date_19FEB2005,Date_19JAN2005,Date_19JUL2004,Date_19JUN2004,Date_19MAR2005,Date_19MAY2004,Date_19OCT2004,Date_19SEP2004,Date_20AUG2004,Date_20FEB2005,Date_20JUL2004,Date_20JUN2004,Date_20MAR2005,Date_20MAY2004,Date_20OCT2004,Date_20SEP2004,Date_21APR2005,Date_21AUG2004,Date_21DEC2004,Date_21JUL2004,Date_21JUN2004,Date_21MAY2004,Date_21OCT2004,Date_21SEP2004,Date_22APR2005,Date_22AUG2004,Date_22JAN2005,Date_22JUL2004,Date_22JUN2004,Date_22MAR2005,Date_22MAY2004,Date_22OCT2004,Date_22SEP2004,Date_23APR2005,Date_23AUG2004,Date_23JAN2005,Date_23JUL2004,Date_23JUN2004,Date_23MAR2005,Date_23MAY2004,Date_23NOV2004,Date_23OCT2004,Date_23SEP2004,Date_24APR2005,Date_24AUG2004,Date_24DEC2004,Date_24JUL2004,Date_24JUN2004,Date_24MAR2005,Date_24MAY2004,Date_24NOV2004,Date_24OCT2004,Date_24SEP2004,Date_25APR2005,Date_25AUG2004,Date_25DEC2004,Date_25JUL2004,Date_25JUN2004,Date_25MAY2004,Date_25OCT2004,Date_25SEP2004,Date_26APR2005,Date_26AUG2004,Date_26DEC2004,Date_26FEB2005,Date_26JAN2005,Date_26JUL2004,Date_26JUN2004,Date_26MAY2004,Date_26NOV2004,Date_26OCT2004,Date_26SEP2004,Date_27AUG2004,Date_27FEB2005,Date_27JUL2004,Date_27JUN2004,Date_27MAY2004,Date_27NOV2004,Date_27OCT2004,Date_28AUG2004,Date_28JUL2004,Date_28JUN2004,Date_28MAY2004,Date_28NOV2004,Date_28OCT2004,Date_28SEP2004,Date_29AUG2004,Date_29JAN2005,Date_29JUL2004,Date_29JUN2004,Date_29MAY2004,Date_29OCT2004,Date_29SEP2004,Date_30APR2005,Date_30AUG2004,Date_30JAN2005,Date_30JUL2004,Date_30JUN2004,Date_30MAR2005,Date_30MAY2004,Date_30OCT2004,Date_30SEP2004,Date_31AUG2004,Date_31DEC2004,Date_31JUL2004,Date_31MAR2005,Date_31MAY2004
2005,54.13404,53.77566,53.09662,52.34214,52.09694,51.64425,51.09725,50.66342,50.51253,49.49398,49.19218,48.49429,48.51315,48.23022,48.24908,48.09818,48.00387,47.85298,48.07932,48.26794,49.47511,49.79577,50.64456,52.37987,53.34183,53.83224,55.19031,56.79358,59.81151,61.11299,63.35757,64.86653,67.54494,69.92156,71.61914,73.44876,76.1083,76.82506,78.74899,80.31454,82.40822,81.93667,82.9175,83.08726,84.89801,85.95429,85.93542,85.91656,85.38842,87.08601,87.19918,87.50097,87.33121,87.06715,87.5387,87.08601,87.14259,86.14291,86.27494,84.93574,84.93574,84.82256,84.53963,84.52077,83.55881,83.33246,82.50253,81.6726,81.18219,81.38967,80.59747,78.03223,75.90082,73.56193,73.63738,71.71345,69.6009,69.33683,69.07277,68.03535,67.12998,65.41353,65.58329,64.1875,63.28212,62.48992,62.45219,60.88664,61.69771,60.56599,60.33964,58.73637,58.03848,56.4352,55.90707,54.13404,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,54.1529,52.71938,52.34214,51.60652,51.15383,50.41821,50.36163,49.28649,49.66373,49.02242,48.90925,48.55087,48.5886,48.11705,48.17363,47.94729,47.8907,47.94729,47.73981,47.8907,48.36225,48.5886,48.75836,49.79577,50.38049,50.77659,51.51221,52.24783,55.096,55.39779,56.34089,57.88758,59.20792,60.49054,60.2642,61.98064,63.43302,64.82881,66.18687,67.50722,69.29911,70.82694,71.97752,73.52421,75.29724,74.97658,76.35351,76.24034,76.4101,77.05141,77.14572,77.10799,77.29661,76.84392,78.93761,77.84361,77.56068,78.08882,77.54182,77.37206,77.37206,77.50409,77.10799,75.97627,75.42927,75.20293,74.16551,74.01462,73.56193,72.39248,71.03442,70.18563,69.11049,67.94104,67.28087,66.35663,65.01743,64.94198,64.62133,63.86684,61.67885,61.0564,60.54713,59.77378,60.22647,59.26451,58.98158,57.66124,56.85017,56.05796,55.15259,54.19062,53.24752,52.21011,51.30473,50.83318,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,50.00325,49.90894,49.51284,48.72063,48.68291,48.0416,47.75867,47.30598,47.55119,47.41915,47.00419,47.04191,47.41915,47.36257,47.92843,48.28681,48.9847,49.17332,49.73918,50.75773,53.17207,54.53014,55.22803,60.52826,66.01712,69.77066,71.56255,77.57954,81.78578,85.36956,89.10425,92.19762,93.00869,97.15833,98.25233,102.70377,104.17501,107.19294,108.02286,109.00369,111.24827,111.32372,110.13541,112.39886,112.49317,112.0782,112.4743,113.13448,112.88927,113.73806,114.2662,115.15271,115.86947,115.39792,115.83175,115.79402,116.20899,114.98295,114.09644,113.54944,114.43596,114.47368,113.90782,113.34196,111.85186,110.96534,110.45607,115.7563,115.32247,114.09644,112.81382,104.75973,96.38499,93.00869,90.33028,86.46356,84.35101,81.9744,80.46543,79.2394,76.88165,75.58017,74.99544,72.37362,69.82725,68.07308,66.30005,64.47043,62.52764,61.41478,60.69802,58.90613,57.73668,55.60527,54.73762,53.17207,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,52.53076,51.19156,50.60684,50.04097,49.72032,49.15446,48.79608,48.38112,48.1925,47.81525,47.55119,47.40029,47.11736,47.45688,47.6455,47.87184,47.77753,47.94729,49.07901,49.85235,51.79514,52.908,55.56755,60.75461,65.90394,69.94042,72.75086,77.5984,81.86122,84.33215,88.42521,93.36706,93.97065,95.89458,99.57267,103.81663,105.25015,106.96659,108.23035,109.32434,111.11624,112.21024,112.51203,113.79465,114.94523,114.00213,113.70034,115.79402,118.49129,117.03892,118.43471,118.17064,119.1326,118.15178,118.52902,119.37781,118.51016,118.96284,119.01943,117.6425,118.66105,116.90688,116.13354,116.3033,115.54882,114.68116,114.17189,117.17095,120.33977,117.3973,113.20992,106.94773,99.19543,95.63051,91.93355,88.50066,85.55818,84.03036,82.06871,80.67292,77.46637,76.01399,73.90145,71.84548,69.14821,67.8656,66.2246,64.3384,62.11268,61.49023,59.7172,58.54775,58.03848,56.00138,53.62476,52.77597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,51.26701,50.34277,51.49335,51.62539,50.68228,50.19187,49.45625,49.1356,48.36225,48.34339,48.13591,47.98501,47.53232,48.26794,48.1925,48.47543,48.68291,48.75836,49.09787,50.36163,51.75742,53.17207,55.00169,59.64175,65.77191,70.39311,74.18438,79.29599,83.29474,86.40697,89.40604,94.40448,94.74399,99.27088,101.77953,105.34446,107.53245,108.40011,111.39917,112.6252,113.90782,113.7192,115.13385,116.45419,116.64281,117.6425,116.34102,117.05778,117.96316,118.11405,118.41585,118.30267,118.92512,118.77422,118.22722,119.86822,119.81164,118.30267,117.66136,118.32153,117.15209,115.88833,115.62426,115.54882,114.54913,113.36082,113.75692,117.26526,117.98202,116.20899,115.15271,107.73993,99.76129,95.95116,92.27307,89.70783,86.4447,85.7468,82.9175,81.40854,79.84299,79.20168,78.82444,75.90082,73.41103,71.97752,70.2988,68.03535,65.90394,64.14978,62.65967,61.52795,59.75492,58.2271,57.20855,55.9825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,54.62445,53.6059,53.22866,51.83287,52.15352,51.66311,50.68228,50.53139,50.05984,49.56942,49.58829,48.66405,48.96584,49.3808,49.19218,49.45625,48.9847,49.3808,49.62601,50.81432,51.79514,53.96428,55.75617,60.16989,65.96053,70.09132,74.29755,78.93761,82.99295,86.0486,90.23597,94.68741,95.30985,97.9694,101.23253,105.28787,109.30548,110.41834,111.26713,113.36082,114.94523,116.32216,115.54882,117.51047,119.00057,119.00057,118.60447,120.52839,120.73588,121.43377,120.43408,121.69784,122.09394,121.45263,120.58498,122.64094,122.33915,120.75474,121.50922,121.94305,121.79215,120.71701,120.81132,119.26464,118.75536,118.64219,117.18981,122.50891,124.22535,122.86728,118.43471,114.03985,105.81601,104.60884,101.77953,99.74243,97.70533,95.46075,94.63082,92.10331,88.85904,86.93511,85.48273,81.55943,78.1454,75.97627,72.56224,70.73262,67.90332,66.20574,64.56474,62.77285,60.77347,59.35882,57.56693,56.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,54.66217,54.13404,53.36069,52.62507,51.75742,51.07839,50.96521,50.28618,50.05984,49.34308,49.3808,49.22991,49.64487,49.66373,49.02242,49.55056,49.85235,50.15415,50.04097,50.96521,51.58766,53.86997,56.00138,61.11299,67.60153,71.71345,76.54213,81.46512,85.76567,88.59497,91.72607,95.98889,98.30892,100.98733,103.40167,106.38187,108.79621,110.38062,112.15365,112.43658,114.45482,115.94492,117.35957,118.3404,119.41553,119.98139,119.75505,120.60384,122.47118,121.7167,122.05622,123.3577,123.84811,122.88615,123.11249,122.60322,121.20743,121.92418,121.52808,121.07539,120.81132,121.88646,120.90563,118.49129,118.56674,118.28381,117.92543,122.03736,124.73463,122.22598,118.30267,111.58779,102.1945,98.57299,95.63051,92.009,88.10456,86.35039,84.97346,81.55943,82.03098,80.55974,78.59809,77.69272,75.88196,74.27869,72.39248,69.99701,68.6578,67.24315,65.63988,63.82912,63.13123,60.56599,59.28337,57.84,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,57.05765,56.26545,55.41665,54.83193,54.09631,53.28524,52.53076,52.26669,52.45531,51.68197,51.58766,51.05952,50.81432,50.45594,49.26763,49.81463,49.26763,49.07901,49.56942,49.94666,50.98408,51.77628,52.13466,53.53045,54.86965,55.28462,56.5861,58.98158,61.62226,64.24409,65.01743,66.63956,69.63863,69.82725,73.07152,76.29692,78.54151,78.65468,80.69178,83.04953,84.5585,85.65249,86.57673,87.61414,87.87821,89.59466,90.70752,91.00931,91.29224,91.57517,90.53776,91.48086,90.55662,91.34883,90.25483,91.21679,90.23597,90.34914,89.95304,90.95272,89.31173,88.89676,89.06652,88.91562,87.51983,87.91594,86.78422,85.95429,85.76567,85.25639,84.2567,83.40791,80.38999,76.97596,76.1083,75.41041,72.84517,72.63769,71.88321,71.091,69.50659,68.92187,68.46918,67.65811,66.63956,66.56412,65.41353,64.77222,63.81026,62.99919,62.50878,60.60371,58.96272,58.15165,57.41603,55.30348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,54.88852,54.30379,53.07776,52.6628,52.09694,52.02149,51.04066,50.81432,51.09725,50.26732,50.02211,49.51284,49.11673,49.02242,48.89039,48.73949,48.96584,48.53201,48.28681,48.72063,48.96584,48.72063,49.34308,50.60684,51.32359,51.90832,52.64393,53.90769,55.13372,56.24658,57.94417,58.92499,60.28306,61.54681,62.75398,65.18719,65.80963,66.80932,68.1108,69.7518,71.88321,72.27931,74.35414,75.54244,77.39092,77.84361,77.25889,78.40947,78.42833,78.93761,79.33371,78.40947,79.3903,78.88102,79.31485,79.35257,78.91875,78.31516,78.93761,77.33434,78.46606,77.9002,77.22116,76.46668,75.90082,75.33496,75.27837,75.50472,73.46762,72.3359,71.73231,71.01556,69.01618,68.88415,68.35601,67.43177,66.09256,65.8285,64.86653,63.77253,63.15009,62.56536,62.18812,61.16957,60.30192,59.22678,58.90613,57.83099,56.54838,56.02024,55.37893,54.45469,53.09662,51.9649,51.64425,50.56911,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,50.8709,50.28618,49.70146,49.11673,49.04129,48.81494,48.17363,48.06046,48.13591,47.58891,47.57005,47.47574,47.92843,48.00387,48.00387,49.06015,48.79608,49.26763,49.11673,51.81401,51.90832,53.62476,55.90707,60.5094,64.14978,67.1677,71.638,76.71189,80.65405,84.84143,88.82131,91.91469,93.85748,96.49816,98.40323,102.53401,105.81601,105.9669,106.92887,107.66449,109.87134,110.64469,111.56893,112.32341,112.85155,112.88927,112.75724,113.81351,113.66261,113.37968,113.58716,113.73806,114.37937,114.07758,114.39823,114.34165,113.04017,113.15334,113.13448,111.49348,112.64406,111.55006,110.45607,110.79558,110.49379,109.68272,109.85248,112.90813,113.5683,112.4743,109.53183,102.55288,95.30985,92.4051,88.63269,83.91719,81.80464,80.52202,80.01275,77.54182,75.63675,74.24096,73.39217,72.20386,69.94042,68.05422,67.09225,64.56474,62.71626,61.96178,60.52826,58.6232,57.75555,55.56755,54.49241,53.11549,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
